Date,Daily_Rainfall_mm,Mean_Daily_Temperature_Celsius,Mean_Daily_Relative_Humidity_Percent,Mean_Daily_Surface_Pressure_hPa,Mean_Daily_Wind_Speed_kmh,Mean_Daily_Wind_Direction_Degree,Mean_Daily_Radiation_Wh_m2,Prakasam_Barrage_Level_ft,Prakasam_Barrage_Inflow_cusecs,Prakasam_Barrage_Outflow_cusecs,Prakasam_Barrage_Current_Storage,Prakasam_Barrage_Flood_Cushion,Flood_Event
10/25/2022,0,24.98,62.88,1007.06,7.86,297.92,258.58,57.05,212156,212156,3.07,0,0
10/26/2022,0,26.03,66.50,1009.19,6.81,141.08,217.79,57.05,242886,242782,3.07,0,0
10/27/2022,0,26.80,73.54,1009.17,6.34,112.92,223.08,57.05,178253,173787,3.07,0,0
10/28/2022,0,26.42,73.92,1008.55,6.45,63.42,183.67,57.05,49850,50273,3.07,0,0
10/29/2022,0,26.43,70.21,1008.56,6.45,69.33,229.04,57.05,64441,64389,3.07,0,0
10/30/2022,0,24.88,66.67,1008.88,6.74,105.42,247.54,57.05,58458,58721,3.07,0,0
10/31/2022,0,25.52,72.29,1008.51,5.70,108.17,192.83,57.05,60656,60656,3.07,0,0
11/1/2022,3.5,24.92,85.38,1009.54,5.13,111.08,78.46,57.05,53131,53443,3.07,0,0
11/2/2022,0.2,25.90,83.88,1008.39,5.55,123.63,140.79,57.05,36304,36616,3.07,0,0
11/3/2022,5.1,25.79,85.46,1008.41,6.92,97.67,141.67,57.05,44564,44637,3.07,0,0
11/4/2022,1.2,26.12,85.21,1009.76,7.45,63.63,190.96,57.05,39770,39874,3.07,0,0
11/5/2022,0.2,26.36,79.58,1011.15,7.01,78.33,219.88,57.05,30443,30599,3.07,0,0
11/6/2022,0,25.95,75.21,1011.50,6.92,71.88,234.21,57.05,46519,46519,3.07,0,0
11/7/2022,0,25.60,75.92,1010.85,5.76,88.17,238.54,57.05,46187,46291,3.07,0,0
11/8/2022,0,25.77,74.88,1010.47,5.75,70.25,237.79,57.05,30816,31285,3.07,0,0
11/9/2022,0,25.97,73.83,1010.10,7.01,55.71,231.58,57.05,46090,45934,3.07,0,0
11/10/2022,0,26.27,70.50,1009.96,8.74,59.83,187.13,57.05,36462,36462,3.07,0,0
11/11/2022,0,26.76,65.13,1009.72,11.78,60.21,204.67,57.05,32958,32658,3.07,0,0
11/12/2022,0.4,26.24,75.54,1009.99,12.25,78.29,137.50,57.05,33143,33299,3.07,0,0
11/13/2022,0,26.33,75.17,1010.00,8.38,83.04,210.08,57.05,33189,33241,3.07,0,0
11/14/2022,0,26.40,72.75,1010.37,7.56,75.33,219.50,57.05,16657,16604,3.07,0,0
11/15/2022,0,25.58,72.83,1010.36,5.28,174.46,226.21,57.05,14631,14631,3.07,0,0
11/16/2022,0,24.78,71.58,1009.06,5.21,170.08,234.33,57.05,15021,15125,3.07,0,0
11/17/2022,0,24.42,69.67,1008.64,5.40,145.04,233.88,57.05,14916,15176,3.07,0,0
11/18/2022,0,24.38,65.21,1008.98,6.95,104.46,230.58,57.05,14990,14989,3.07,0,0
11/19/2022,0,23.90,62.38,1008.98,7.66,128.83,222.13,57.05,13558,13922,3.07,0,0
11/20/2022,0,24.00,57.75,1007.47,7.36,316.83,205.29,56.35,9631,11983,2.91,0.16,0
11/21/2022,5.7,23.35,77.33,1007.09,6.46,235.25,107.92,56.36,8909,11301,2.91,0.16,0
11/22/2022,3.5,24.53,84.21,1007.16,9.68,107.25,116.88,56.76,8909,11301,3,0.07,0
11/23/2022,1.9,25.93,84.83,1008.11,10.56,82.96,154.67,56.85,9591,8701,3.03,0.04,0
11/24/2022,0.5,26.06,84.58,1008.58,5.80,90.67,179.92,57.05,8837,8068,3.07,0,0
11/25/2022,2.1,25.81,85.13,1009.38,4.45,101.83,166.71,57.05,7414,7362,3.07,0,0
11/26/2022,0,25.95,80.88,1008.28,4.75,193.54,200.21,57.05,8030,8030,3.07,0,0
11/27/2022,0.3,25.15,77.75,1006.58,4.68,165.17,205.38,57.05,10121,10121,3.07,0,0
11/28/2022,0,24.86,75.67,1007.37,3.73,141.54,213.08,57.05,10121,10121,3.07,0,0
11/29/2022,0,23.92,72.42,1008.63,5.35,92.96,220.42,57.05,7597,7545,3.07,0,0
11/30/2022,0,24.83,74.92,1009.51,5.33,113.33,156.92,57.05,5988,5988,3.07,0,0
12/1/2022,0.2,25.99,79.75,1008.97,6.89,83.79,185.29,57.05,9137,8616,3.07,0,0
12/2/2022,0.9,25.97,83.79,1008.58,7.55,85.42,165.13,57.05,9692,9796,3.07,0,0
12/3/2022,0.3,26.30,80.58,1008.83,7.58,89.63,185.21,57.05,6487,6904,3.07,0,0
12/4/2022,0.2,26.71,77.58,1009.36,6.18,67.17,196.46,57.05,13144,12676,3.07,0,0
12/5/2022,0.3,26.33,78.04,1010.15,6.32,79.08,194.75,57.05,12170,12169,3.07,0,0
12/6/2022,0,25.40,75.63,1009.28,4.78,163.71,209.38,57.05,10802,10906,3.07,0,0
12/7/2022,0,24.24,70.08,1008.01,7.40,134.17,194.58,57.05,9090,9142,3.07,0,0
12/8/2022,0,23.93,58.38,1007.30,7.98,78.38,163.00,57.05,6538,6538,3.07,0,0
12/9/2022,8.8,24.30,66.54,1006.01,14.65,49.58,98.29,57.05,4835,4835,3.07,0,0
12/10/2022,26.3,23.58,85.25,1005.65,16.08,65.83,107.75,57.05,4846,4533,3.07,0,0
12/11/2022,11,24.42,87.79,1007.46,13.17,84.58,133.38,57.05,4846,4533,3.07,0,0
12/12/2022,14.4,24.67,88.00,1008.38,11.30,82.33,156.58,57.05,4482,4482,3.07,0,0
12/13/2022,2.2,24.88,87.63,1009.48,7.50,89.92,127.71,57.05,4097,4097,3.07,0,0
12/14/2022,0,25.38,80.88,1009.79,4.72,73.25,199.38,57.05,3866,3866,3.07,0,0
12/15/2022,0,24.57,80.33,1009.18,4.42,131.08,203.92,57.05,6575,6575,3.07,0,0
12/16/2022,0,25.68,78.38,1008.26,3.87,117.04,199.83,57.05,6477,6580,3.07,0,0
12/17/2022,0.3,25.39,81.42,1009.05,4.08,93.33,183.79,57.05,4849,4901,3.07,0,0
12/18/2022,0.5,25.19,78.63,1008.97,9.64,81.04,185.42,57.05,4849,4901,3.07,0,0
12/19/2022,0,23.80,73.88,1008.62,6.85,73.00,207.71,57.05,3671,3671,3.07,0,0
12/20/2022,0,23.69,77.96,1008.25,6.53,116.00,206.04,57.05,4349,4452,3.07,0,0
12/21/2022,0,23.86,77.83,1008.39,6.28,75.75,197.96,57.05,4919,4971,3.07,0,0
12/22/2022,0,24.00,76.42,1008.30,7.37,72.00,185.58,57.05,5460,5460,3.07,0,0
12/23/2022,0,23.48,66.75,1008.34,8.40,55.04,213.17,57.05,7536,7536,3.07,0,0
12/24/2022,0,23.78,68.00,1009.15,9.15,70.25,205.42,57.05,7873,7873,3.07,0,0
12/25/2022,0.7,25.07,75.29,1009.87,11.17,83.13,178.46,57.05,7873,7873,3.07,0,0
12/26/2022,1.2,25.82,79.33,1011.37,10.03,104.29,162.38,57.05,6492,6492,3.07,0,0
12/27/2022,1.3,25.69,82.42,1012.15,6.42,114.83,177.63,57.05,6291,6291,3.07,0,0
12/28/2022,0.1,26.10,80.17,1012.39,4.61,152.88,163.92,57.05,6291,6291,3.07,0,0
12/29/2022,0,26.72,75.92,1013.11,5.03,230.83,188.21,57.05,6433,6433,3.07,0,0
12/30/2022,0,26.38,76.08,1014.04,4.57,159.58,182.17,57.05,6605,6605,3.07,0,0
12/31/2022,0.1,25.76,77.50,1013.08,4.94,167.96,180.92,57.05,6990,6990,3.07,0,0
1/1/2023,0,26.15,75.50,1012.75,3.89,149.75,178.88,57.05,8705,8705,3.07,0,0
1/2/2023,0.3,25.57,76.00,1013.19,6.69,119.42,185.63,57.05,7978,7978,3.07,0,0
1/3/2023,0,25.50,72.63,1013.46,7.15,108.75,194.38,57.05,5416,5416,3.07,0,0
1/4/2023,0.9,25.09,74.58,1013.00,9.32,102.67,178.00,57.05,4313,4313,3.07,0,0
1/5/2023,0.1,25.18,71.50,1013.66,10.41,97.25,174.54,57.05,4046,4046,3.07,0,0
1/6/2023,0,25.37,69.17,1014.51,7.64,72.96,197.42,57.05,4046,4046,3.07,0,0
1/7/2023,0,24.83,70.92,1013.55,6.45,140.58,198.21,56.96,4046,4046,3.05,0.02,0
1/8/2023,0,23.03,62.13,1012.85,4.95,65.17,216.13,56.89,4046,4046,3.03,0.04,0
1/9/2023,0,22.78,62.88,1013.79,5.45,96.63,221.46,56.59,4046,4046,2.96,0.11,0
1/10/2023,0,23.54,70.88,1013.12,3.60,207.75,217.33,56.07,3786,3786,2.85,0.22,0
1/11/2023,0,24.09,70.17,1011.05,4.78,234.13,217.88,56.36,2973,4046,2.91,0.16,0
1/12/2023,0,24.52,70.38,1009.83,4.94,171.25,217.38,56.69,4888,4219,2.99,0.08,0
1/13/2023,0,24.45,72.00,1010.34,5.32,158.92,217.63,57.05,5747,4419,3.07,0,0
1/14/2023,0,24.59,72.00,1010.10,4.29,159.58,220.50,57.05,5925,5304,3.07,0,0
1/15/2023,0,24.56,69.54,1009.48,5.64,141.21,222.50,57.05,5692,5692,3.07,0,0
1/16/2023,0,24.41,69.63,1010.48,6.21,156.92,222.79,57.05,5692,5692,3.07,0,0
1/17/2023,0,24.34,72.67,1011.20,7.71,171.33,216.79,57.05,5692,5692,3.07,0,0
1/18/2023,0,24.78,68.79,1012.64,6.27,177.21,223.08,56.96,4350,4663,3.05,0.02,0
1/19/2023,0,25.15,67.46,1012.63,5.45,176.08,206.33,56.79,3938,4337,3.01,0.06,0
1/20/2023,0,25.43,68.54,1012.12,6.66,144.83,191.63,56.73,4071,4337,2.99,0.08,0
1/21/2023,0,25.51,70.33,1011.43,6.35,87.21,206.83,56.73,3643,3909,2.99,0.08,0
1/22/2023,0,25.55,68.79,1010.69,8.20,96.00,210.42,56.56,3643,3909,2.95,0.12,0
1/23/2023,0,24.78,68.08,1010.28,10.31,103.13,217.46,56.4,4126,4322,2.92,0.15,0
1/24/2023,0,24.56,69.21,1010.59,8.55,101.38,225.25,56.45,3864,4196,2.93,0.14,0
1/25/2023,0,24.55,68.88,1010.38,8.20,103.13,216.88,56.35,4121,4121,2.91,0.16,0
1/26/2023,0,24.30,70.92,1010.29,6.63,100.63,229.42,56.35,4121,4121,2.91,0.16,0
1/27/2023,0,24.80,65.63,1010.31,6.59,95.38,230.88,57.05,4879,4338,3.07,0,0
1/28/2023,0,25.54,58.04,1009.14,6.15,123.04,234.42,57.05,5106,4505,3.07,0,0
1/29/2023,0,25.41,69.67,1008.64,10.67,90.04,211.88,57.05,5106,4505,3.07,0,0
1/30/2023,0.1,26.13,67.21,1010.12,11.24,85.67,198.54,57.05,4797,4432,3.07,0,0
1/31/2023,0,26.37,63.46,1009.21,7.87,79.83,225.04,57.05,4560,4820,3.07,0,0
2/1/2023,0,26.72,57.71,1008.92,9.23,74.54,230.58,57.05,4560,4820,3.07,0,0
2/2/2023,0,26.68,55.33,1009.60,9.03,70.04,234.96,56.89,4188,4864,3.03,0.04,0
2/3/2023,0,26.56,63.46,1010.11,8.33,79.00,227.50,56.63,4131,4895,2.97,0.1,0
2/4/2023,0,26.52,65.54,1009.16,4.79,77.88,236.67,56.55,3910,4737,2.96,0.11,0
2/5/2023,0,26.35,67.71,1008.77,4.74,110.92,241.46,56.56,3910,4737,2.95,0.12,0
2/6/2023,0,26.02,67.75,1009.04,5.27,143.42,242.50,56.73,4840,4638,2.99,0.08,0
2/7/2023,0,26.58,69.42,1008.44,6.32,153.83,226.04,56.79,5998,5093,3.01,0.06,0
2/8/2023,0,26.88,67.67,1008.62,4.85,97.96,238.21,57.05,5557,5150,3.07,0,0
2/9/2023,0,27.33,66.50,1009.00,4.30,165.71,241.67,57.05,5557,5150,3.07,0,0
2/10/2023,0,27.63,64.42,1009.95,4.50,196.75,243.79,57.05,5618,4994,3.07,0,0
2/11/2023,0,27.58,65.96,1010.04,4.23,181.29,245.04,57.05,5618,4994,3.07,0,0
2/12/2023,0,27.87,65.67,1010.12,5.69,239.58,248.21,57.05,5618,4994,3.07,0,0
2/13/2023,0,27.61,55.17,1010.43,6.88,145.96,254.92,57.05,4284,4544,3.07,0,0
2/14/2023,0,26.58,62.54,1010.33,5.13,232.96,252.38,57.05,4094,4511,3.07,0,0
2/15/2023,0,26.80,61.04,1008.83,5.52,165.13,255.71,56.73,3927,4511,2.99,0.08,0
2/16/2023,0,27.52,65.17,1009.01,4.50,193.21,254.00,56.53,3944,4536,2.95,0.12,0
2/17/2023,0,27.07,68.13,1009.76,6.06,178.17,245.67,56.43,4149,4612,2.92,0.15,0
2/18/2023,0,26.93,68.00,1010.10,7.72,143.88,224.83,56.43,4149,4612,2.92,0.15,0
2/19/2023,0,27.08,66.75,1010.33,6.23,130.96,229.13,56.43,4149,4612,2.92,0.15,0
2/20/2023,0,27.79,64.75,1009.78,5.79,199.88,251.79,57.05,4052,4052,3.07,0,0
2/21/2023,0,28.58,62.04,1009.86,4.59,207.29,259.08,57.05,4052,4052,3.07,0,0
2/22/2023,0,28.37,63.33,1009.40,5.13,164.67,259.79,57.05,3477,3266,3.07,0,0
2/23/2023,0,28.03,65.17,1009.48,6.55,174.54,258.42,56.96,3477,3266,3.05,0.02,0
2/24/2023,0,28.12,63.96,1010.15,4.98,188.50,259.92,56.96,3477,3266,3.05,0.02,0
2/25/2023,0,28.53,60.08,1011.59,5.29,146.88,260.71,56.65,2678,3228,2.98,0.09,0
2/26/2023,0,27.58,57.79,1013.29,8.72,128.08,258.54,56.85,3042,3228,3.03,0.04,0
2/27/2023,0,27.14,59.63,1013.45,7.55,173.75,262.63,56.85,3300,3228,3.03,0.04,0
2/28/2023,0,26.92,62.13,1013.60,7.88,104.63,264.88,57.05,3627,3228,3.07,0,0
3/1/2023,0,27.40,59.00,1013.69,7.98,161.04,264.96,57.05,3694,3422,3.07,0,0
3/2/2023,0,27.57,53.54,1013.46,6.96,147.08,269.08,57.05,3538,3538,3.07,0,0
3/3/2023,0,28.75,43.67,1013.81,6.95,166.88,270.13,57.05,3538,3538,3.07,0,0
3/4/2023,0,28.27,47.33,1013.82,8.70,108.67,269.96,57.05,3862,3589,3.07,0,0
3/5/2023,0,28.78,51.83,1013.23,4.81,164.04,268.67,57.05,3276,3589,3.07,0,0
3/6/2023,0,28.50,52.79,1011.36,8.31,195.75,269.79,57.05,3117,3118,3.07,0,0
3/7/2023,0,28.53,52.83,1011.38,4.15,161.58,237.13,57.05,2461,2773,3.07,0,0
3/8/2023,0,28.24,54.83,1011.20,8.24,103.00,262.88,57.05,2404,2509,3.07,0,0
3/9/2023,0,27.96,60.08,1010.79,8.27,115.50,218.46,57.05,2251,2303,3.07,0,0
3/10/2023,0,28.73,59.75,1010.08,7.93,133.71,251.21,57.05,2279,2279,3.07,0,0
3/11/2023,0,28.21,64.33,1010.38,9.95,101.17,254.67,57.05,2279,2279,3.07,0,0
3/12/2023,0,28.32,58.46,1010.15,7.48,101.29,259.04,57.05,2279,2279,3.07,0,0
3/13/2023,0,28.39,54.29,1008.84,6.81,117.83,278.38,57.05,2028,1976,3.07,0,0
3/14/2023,0,28.37,56.79,1007.03,8.23,111.42,256.17,56.76,1489,1801,3,0.07,0
3/15/2023,0.1,28.83,66.58,1006.58,8.92,144.00,235.79,56.73,1088,1839,2.99,0.08,0
3/16/2023,8.6,27.48,73.46,1007.91,8.33,174.00,167.58,56.73,1587,1876,2.99,0.08,0
3/17/2023,13.8,23.98,86.75,1009.15,7.11,127.83,127.21,57.05,2021,1876,3.07,0,0
3/18/2023,44.5,23.42,89.67,1007.63,8.34,104.08,113.38,57.05,2431,1201,3.07,0,0
3/19/2023,46.6,24.64,81.21,1006.25,8.37,140.17,189.88,57.05,3859,3859,3.07,0,0
3/20/2023,1.2,25.44,81.08,1005.30,8.56,141.79,218.42,57.05,3859,3859,3.07,0,0
3/21/2023,1.5,26.78,81.67,1005.33,7.63,150.96,244.33,57.05,4230,4230,3.07,0,0
3/22/2023,1.2,27.43,79.50,1005.60,8.28,164.54,240.50,57.05,4230,4230,3.07,0,0
3/23/2023,2.5,27.72,81.04,1005.82,7.99,156.63,208.29,57.05,5086,5086,3.07,0,0
3/24/2023,0.6,28.60,79.08,1006.10,7.27,153.92,249.29,57.05,4793,4944,3.07,0,0
3/25/2023,1.7,28.45,79.21,1007.40,9.36,147.71,237.33,57.05,4191,4604,3.07,0,0
3/26/2023,3.3,28.30,80.54,1006.58,7.88,170.75,227.83,57.05,3850,3850,3.07,0,0
3/27/2023,3.6,28.85,79.88,1005.84,7.56,170.08,221.75,57.05,4210,4210,3.07,0,0
3/28/2023,0.7,29.30,77.88,1006.11,9.95,167.83,242.96,57.05,3356,3564,3.07,0,0
3/29/2023,0,28.97,74.46,1007.32,10.94,161.96,258.04,57.05,3341,3445,3.07,0,0
3/30/2023,0.1,29.00,72.13,1006.16,11.42,171.38,249.42,56.92,3341,3445,3.04,0.03,0
3/31/2023,0.1,29.36,72.38,1005.22,9.65,165.33,233.29,56.76,3507,3663,3,0.07,0
4/1/2023,5.1,28.06,80.00,1005.60,9.21,142.38,176.33,56.76,3241,3663,3,0.07,0
4/2/2023,4.1,28.44,76.50,1005.42,8.35,155.00,206.54,57.02,4086,3993,3.06,0.01,0
4/3/2023,1.6,29.79,73.33,1005.15,9.91,175.54,234.71,57.05,5814,5105,3.07,0,0
4/4/2023,1.8,30.11,69.29,1006.12,12.33,178.79,233.54,57.05,5816,5281,3.07,0,0
4/5/2023,0.6,30.63,69.79,1005.73,9.18,167.38,253.58,57.05,5593,5281,3.07,0,0
4/6/2023,1.6,30.51,68.21,1006.58,8.44,153.17,248.54,57.05,4877,5309,3.07,0,0
4/7/2023,0,30.67,64.58,1008.25,9.29,148.29,266.63,57.05,4877,5309,3.07,0,0
4/8/2023,0,30.54,62.50,1010.05,7.73,138.17,281.50,56.92,4877,5309,3.04,0.03,0
4/9/2023,0,30.37,60.42,1010.28,7.20,140.42,279.54,56.73,4877,5309,2.99,0.08,0
4/10/2023,0,30.91,57.63,1008.58,7.62,194.00,288.46,56.89,4945,5278,3.03,0.04,0
4/11/2023,0,31.68,54.29,1008.21,8.14,181.83,279.96,57.05,5411,5278,3.07,0,0
4/12/2023,0,32.76,42.13,1007.19,8.58,194.75,289.83,57.05,5474,5303,3.07,0,0
4/13/2023,0,33.47,41.42,1006.45,7.95,195.63,278.79,57.05,5428,5377,3.07,0,0
4/14/2023,0,33.59,41.42,1005.93,8.98,211.83,294.88,57.05,5370,5059,3.07,0,0
4/15/2023,0,34.00,39.33,1005.62,6.53,224.17,279.71,57.05,5216,4956,3.07,0,0
4/16/2023,0,34.15,42.00,1004.01,6.81,220.96,254.79,57.05,5216,4956,3.07,0,0
4/17/2023,0,33.07,44.75,1004.87,10.62,184.75,275.17,57.05,4733,4634,3.07,0,0
4/18/2023,0,32.65,49.17,1005.82,9.33,177.50,265.46,57.05,3662,4024,3.07,0,0
4/19/2023,0,32.65,51.96,1003.73,9.81,194.92,263.50,57.05,3595,3595,3.07,0,0
4/20/2023,0,32.42,61.13,1001.56,7.73,189.92,271.54,57.05,3627,3627,3.07,0,0
4/21/2023,0.5,32.59,58.00,1002.11,7.16,211.33,271.17,57.05,3639,3639,3.07,0,0
4/22/2023,0.5,31.11,66.13,1002.66,9.13,183.17,187.13,57.05,3639,3639,3.07,0,0
4/23/2023,17.1,29.18,76.54,1003.48,11.80,136.13,206.46,57.05,3639,3639,3.07,0,0
4/24/2023,7.6,28.58,77.21,1005.80,9.55,123.46,183.67,57.05,2643,3164,3.07,0,0
4/25/2023,8.3,30.06,70.21,1006.20,9.99,150.71,244.75,57.05,2993,2888,3.07,0,0
4/26/2023,0.1,29.75,71.00,1005.86,5.65,180.13,249.42,57.05,2894,2738,3.07,0,0
4/27/2023,0.2,31.10,65.79,1005.81,8.73,134.63,264.75,57.05,2790,2738,3.07,0,0
4/28/2023,0.1,31.10,66.92,1006.19,7.03,144.29,236.13,57.05,2738,2738,3.07,0,0
4/29/2023,21.9,28.35,78.29,1006.08,7.33,160.71,159.46,57.05,2112,2425,3.07,0,0
4/30/2023,8.4,28.35,77.50,1004.55,7.09,132.58,163.04,57.05,2112,2425,3.07,0,0
5/1/2023,51.7,25.61,85.38,1005.35,8.78,128.71,133.92,57.05,1414,1310,3.07,0,0
5/2/2023,3.6,27.04,81.63,1005.90,10.68,126.38,194.92,57.05,1173,1433,3.07,0,0
5/3/2023,15.8,27.29,81.88,1006.35,8.15,102.79,207.33,57.05,2012,1648,3.07,0,0
5/4/2023,0.6,28.52,76.54,1005.30,9.34,104.21,213.38,57.05,2257,2205,3.07,0,0
5/5/2023,6,28.04,81.00,1004.57,5.58,157.50,182.63,57.05,2257,2205,3.07,0,0
5/6/2023,2.5,29.03,80.08,1003.55,3.67,142.08,213.46,57.05,3124,3124,3.07,0,0
5/7/2023,1,30.33,74.50,1003.09,4.63,185.83,200.17,57.05,3675,3675,3.07,0,0
5/8/2023,0.5,31.56,69.42,1002.32,4.85,170.00,260.04,57.05,3168,3480,3.07,0,0
5/9/2023,26.7,30.83,75.17,1003.06,5.46,157.04,198.00,57.05,2631,2735,3.07,0,0
5/10/2023,0,33.20,66.04,1002.17,5.86,135.75,277.38,57.05,1673,1727,3.07,0,0
5/11/2023,2.4,32.95,61.75,1002.91,6.05,105.00,270.13,57.05,1454,1454,3.07,0,0
5/12/2023,0,34.60,48.92,1001.78,7.58,191.54,281.50,57.05,1454,1454,3.07,0,0
5/13/2023,0,34.04,51.46,1000.84,9.52,196.92,278.63,57.05,1454,1454,3.07,0,0
5/14/2023,0,35.03,34.79,998.76,12.76,288.00,289.38,57.05,1454,1454,3.07,0,0
5/15/2023,0,36.10,29.96,1000.20,13.06,253.67,267.21,57.05,1454,1454,3.07,0,0
5/16/2023,0,36.65,29.17,1001.76,12.47,304.04,273.75,57.05,818,818,3.07,0,0
5/17/2023,0,35.03,43.00,1003.78,8.83,110.08,279.58,57.05,727,727,3.07,0,0
5/18/2023,10.9,31.98,73.42,1005.72,9.63,139.63,238.46,57.05,727,727,3.07,0,0
5/19/2023,6.9,32.28,71.42,1004.23,8.60,167.42,246.88,57.05,727,727,3.07,0,0
5/20/2023,11.8,31.99,72.08,1003.84,10.24,152.54,259.08,57.05,727,727,3.07,0,0
5/21/2023,7.7,32.05,70.17,1004.84,9.06,168.58,233.08,57.02,727,727,3.06,0.01,0
5/22/2023,0.4,31.93,69.54,1005.95,8.71,170.63,217.13,57.05,727,727,3.07,0,0
5/23/2023,0,33.68,61.46,1005.67,7.38,147.79,269.38,57.05,727,727,3.07,0,0
5/24/2023,16.3,32.31,70.54,1004.55,9.50,154.63,201.21,57.05,727,727,3.07,0,0
5/25/2023,2.9,32.97,59.83,1004.23,8.12,236.92,216.38,57.05,727,727,3.07,0,0
5/26/2023,4.4,33.75,51.92,1004.19,9.20,235.08,237.58,56.92,727,727,3.04,0.03,0
5/27/2023,0,34.66,45.33,1002.53,7.85,207.04,255.29,57.02,727,727,3.06,0.01,0
5/28/2023,0.5,33.48,55.67,1002.26,8.01,159.46,259.17,57.02,727,727,3.06,0.01,0
5/29/2023,17.8,30.90,74.38,1004.19,8.24,128.83,178.54,56.96,727,727,3.05,0.02,0
5/30/2023,26.7,29.35,84.96,1005.00,6.94,178.13,146.88,57.05,727,727,3.07,0,0
5/31/2023,0,31.68,67.75,1003.24,7.24,220.00,274.50,57.05,727,727,3.07,0,0
6/1/2023,0.3,33.45,61.88,1001.54,8.50,227.58,261.08,57.05,273,273,3.07,0,0
6/2/2023,0,34.76,51.75,1000.90,8.33,217.83,281.92,57.05,0,0,3.07,0,0
6/3/2023,0,35.20,45.83,1000.49,9.16,209.71,257.75,56.96,0,0,3.05,0.02,0
6/4/2023,0,35.08,47.21,1000.78,10.80,237.79,257.17,56.96,0,0,3.05,0.02,0
6/5/2023,0,34.83,44.63,1000.44,9.71,282.50,255.71,56.89,0,0,3.03,0.04,0
6/6/2023,0.4,35.97,44.50,999.20,9.29,261.13,248.21,56.86,0,0,3.02,0.05,0
6/7/2023,0,36.23,38.88,999.22,15.20,259.54,266.63,56.63,0,0,2.97,0.1,0
6/8/2023,0,36.41,38.79,999.44,13.19,273.42,258.96,57.05,198,198,3.07,0,0
6/9/2023,0,37.08,36.88,997.60,17.23,268.50,274.54,57.05,713,318,3.07,0,0
6/10/2023,0.1,36.06,39.21,998.08,16.31,276.58,273.21,57.05,681,200,3.07,0,0
6/11/2023,0.2,35.08,45.13,998.51,15.19,289.75,248.96,57.05,412,200,3.07,0,0
6/12/2023,0.1,35.60,43.08,998.31,14.28,273.54,274.79,57.05,206,200,3.07,0,0
6/13/2023,0,35.62,41.79,998.80,14.27,251.79,266.13,57.05,206,200,3.07,0,0
6/14/2023,0,36.73,34.04,1000.00,16.80,274.96,285.21,56.92,200,200,3.04,0.03,0
6/15/2023,0,36.82,33.67,1000.33,16.25,281.96,286.75,56.69,200,200,2.99,0.08,0
6/16/2023,0,37.10,32.67,999.35,15.11,279.54,277.38,56.4,200,288,2.92,0.15,0
6/17/2023,0.3,35.80,39.21,999.54,14.04,250.46,265.75,56.45,433,634,2.93,0.14,0
6/18/2023,0.2,34.57,50.17,999.72,12.23,252.13,240.00,56.25,406,816,2.89,0.18,0
6/19/2023,5.3,33.40,55.33,999.32,8.98,217.58,197.83,56.23,1354,816,2.88,0.19,0
6/20/2023,8.5,32.09,69.58,999.27,8.37,148.25,202.08,56.2,1289,1345,2.87,0.2,0
6/21/2023,12.4,30.74,75.13,1000.03,10.10,194.50,151.63,56.27,2152,2221,2.88,0.19,0
6/22/2023,1.3,30.40,70.08,1000.47,11.08,246.08,207.38,56.79,2152,2221,3.01,0.06,0
6/23/2023,11,29.66,75.83,1001.17,7.35,245.08,137.00,57.05,5376,3893,3.07,0,0
6/24/2023,2.8,28.80,81.54,1000.63,6.38,215.88,153.21,57.05,4910,3944,3.07,0,0
6/25/2023,1,30.90,64.50,999.71,11.82,250.04,154.33,57.05,4812,4447,3.07,0,0
6/26/2023,2,30.58,66.25,1000.60,14.43,270.42,190.17,57.05,4812,4447,3.07,0,0
6/27/2023,0.2,31.83,58.92,1000.44,11.09,257.33,252.79,57.05,3010,3579,3.07,0,0
6/28/2023,0,31.89,59.21,1001.91,9.81,223.54,239.08,56.55,2393,4117,2.96,0.11,0
6/29/2023,0.3,32.22,60.79,1002.14,10.70,239.38,256.33,55.65,2009,4629,2.72,0.35,0
6/30/2023,0.1,33.13,52.08,1001.78,13.44,272.92,274.33,55.75,4428,4767,2.75,0.32,0
7/1/2023,5.3,33.95,48.42,1001.59,13.40,267.21,271.58,56.45,7351,5128,2.93,0.14,0
7/2/2023,6.2,32.10,63.00,1000.69,11.45,257.71,266.83,56.95,7653,6312,3.05,0.02,0
7/3/2023,9.6,31.41,65.33,999.66,12.64,257.71,200.88,57.05,7969,7725,3.07,0,0
7/4/2023,9.1,29.56,79.50,998.30,9.33,238.58,219.25,57.05,7947,7994,3.07,0,0
7/5/2023,20.3,29.06,79.58,996.92,8.94,215.08,147.38,57.05,7218,7130,3.07,0,0
7/6/2023,8.4,28.06,83.25,999.41,9.99,241.33,133.25,56.92,5716,5714,3.04,0.03,0
7/7/2023,1.3,30.19,65.63,1001.67,11.77,235.17,203.25,56.14,4326,4511,2.86,0.21,0
7/8/2023,1.7,30.69,65.25,1002.68,10.55,223.21,213.50,55.45,2165,4549,2.66,0.41,0
7/9/2023,9.3,31.09,65.33,1002.29,9.85,254.75,236.08,55.55,2790,4549,2.69,0.38,0
7/10/2023,8.2,29.95,71.88,1002.05,9.61,249.71,221.79,56.59,6100,5709,2.96,1.76,0
